PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,FamilySize,IsAlone,AgeGroup,FareGroup,FamilySizeGroup,SexPclass_female_1,SexPclass_female_2,SexPclass_female_3,SexPclass_male_1,SexPclass_male_2,SexPclass_male_3,AgePclass_1_1,AgePclass_1_2,AgePclass_1_3,AgePclass_2_1,AgePclass_2_2,AgePclass_2_3,AgePclass_3_1,AgePclass_3_2,AgePclass_3_3,AgePclass_4_1,AgePclass_4_2,AgePclass_4_3,AgePclass_5_1,AgePclass_5_2,AgePclass_5_3
375,0,3,1,3.0,21.075,0,2,5,0,1,3,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
376,1,1,1,40.0,82.1708,1,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
377,1,3,1,22.0,7.25,0,2,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
378,0,1,0,27.0,211.5,1,1,3,0,3,4,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
379,0,3,0,20.0,4.0125,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
380,0,3,0,19.0,7.775,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
381,1,1,1,42.0,227.525,1,2,1,1,4,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
382,1,3,1,1.0,15.7417,1,2,3,0,1,3,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
383,0,3,0,32.0,7.925,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
384,1,1,1,35.0,52.0,0,3,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
385,0,3,0,26.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
386,0,2,0,18.0,73.5,0,1,1,1,2,4,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
387,0,3,0,1.0,46.9,0,4,8,0,1,4,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
388,1,2,1,36.0,13.0,0,2,1,1,4,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
389,0,3,0,26.0,7.7292,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
390,1,2,1,17.0,12.0,1,2,1,1,2,2,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
391,1,1,0,36.0,120.0,0,1,4,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
392,1,3,0,21.0,7.7958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
393,0,3,0,28.0,7.925,0,1,3,0,3,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
394,1,1,1,23.0,113.275,1,2,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
395,1,3,1,24.0,16.7,0,3,3,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
396,0,3,0,22.0,7.7958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
397,0,3,1,31.0,7.8542,0,2,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
398,0,2,0,46.0,26.0,0,1,1,1,4,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
399,0,2,0,23.0,10.5,0,5,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
400,1,2,1,28.0,12.65,0,3,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
401,1,3,0,39.0,7.925,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
402,0,3,0,26.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
403,0,3,1,21.0,9.825,0,2,2,0,3,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
404,0,3,0,28.0,15.85,0,1,2,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
405,0,3,1,20.0,8.6625,0,2,1,1,3,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
406,0,2,0,34.0,21.0,0,1,2,0,3,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
407,0,3,0,51.0,7.75,0,1,1,1,4,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
408,1,2,0,3.0,18.75,0,4,3,0,1,3,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
409,0,3,0,21.0,7.775,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
410,0,3,1,18.0,25.4667,0,2,5,0,2,3,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
411,0,3,0,26.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
412,0,3,0,26.0,6.8583,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
413,1,1,1,33.0,90.0,2,2,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
414,0,2,0,31.0,0.0,0,1,1,1,3,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
415,1,3,0,44.0,7.925,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
416,0,3,1,31.0,8.05,0,3,1,1,3,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
417,1,2,1,34.0,32.5,0,3,3,0,3,4,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
418,1,2,1,18.0,13.0,0,2,3,0,2,2,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
419,0,2,0,30.0,13.0,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
420,0,3,1,10.0,24.15,0,2,3,0,1,3,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
421,0,3,0,26.0,7.8958,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
422,0,3,0,21.0,7.7333,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
423,0,3,0,29.0,7.875,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
424,0,3,1,28.0,14.4,0,3,3,0,3,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
425,0,3,0,18.0,20.2125,0,1,3,0,2,3,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
426,0,3,0,26.0,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
427,1,2,1,28.0,26.0,0,3,2,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
428,1,2,1,19.0,26.0,0,2,1,1,3,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
429,0,3,0,26.0,7.75,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
430,1,3,0,32.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
431,1,1,0,28.0,26.55,0,1,1,1,3,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
432,1,3,1,31.0,16.1,0,3,2,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
433,1,2,1,42.0,26.0,0,3,2,0,4,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
434,0,3,0,17.0,7.125,0,1,1,1,2,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
435,0,1,0,50.0,55.9,0,1,2,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
436,1,1,1,14.0,120.0,0,2,4,0,2,4,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
437,0,3,1,21.0,34.375,0,2,5,0,3,4,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
438,1,2,1,24.0,18.75,0,3,6,0,3,3,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
439,0,1,0,64.0,263.0,0,1,6,0,5,4,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
440,0,2,0,31.0,10.5,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
441,1,2,1,45.0,26.25,0,3,3,0,4,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
442,0,3,0,20.0,9.5,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
443,0,3,0,25.0,7.775,0,1,2,0,3,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
444,1,2,1,28.0,13.0,0,2,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
445,1,3,0,26.0,8.1125,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
446,1,1,0,4.0,81.8583,0,4,3,0,1,4,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
447,1,2,1,13.0,19.5,0,2,2,0,2,3,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
448,1,1,0,34.0,26.55,0,1,1,1,3,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
449,1,3,1,5.0,19.2583,1,2,4,0,1,3,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
450,1,1,0,52.0,30.5,0,5,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
451,0,2,0,36.0,27.75,0,1,4,0,4,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
452,0,3,0,26.0,19.9667,0,1,2,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
453,0,1,0,30.0,27.75,1,1,1,1,3,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
454,1,1,0,49.0,89.1042,1,1,2,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
455,0,3,0,26.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
456,1,3,0,29.0,7.8958,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
457,0,1,0,65.0,26.55,0,1,1,1,5,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
458,1,1,1,40.0,51.8625,0,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
459,1,2,1,50.0,10.5,0,2,1,1,4,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
460,0,3,0,26.0,7.75,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
461,1,1,0,48.0,26.55,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
462,0,3,0,34.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
463,0,1,0,47.0,38.5,0,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
464,0,2,0,48.0,13.0,0,1,1,1,4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
465,0,3,0,26.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
466,0,3,0,38.0,7.05,0,1,1,1,4,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
467,0,2,0,31.0,0.0,0,1,1,1,3,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
468,0,1,0,56.0,26.55,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
469,0,3,0,26.0,7.725,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
470,1,3,1,0.75,19.2583,1,2,4,0,1,3,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
471,0,3,0,26.0,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
472,0,3,0,38.0,8.6625,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
473,1,2,1,33.0,27.75,0,3,4,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
474,1,2,1,23.0,13.7917,1,3,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
475,0,3,1,22.0,9.8375,0,2,1,1,3,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
476,0,1,0,40.0,52.0,0,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
477,0,2,0,34.0,21.0,0,1,2,0,3,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
478,0,3,0,29.0,7.0458,0,1,2,0,3,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
479,0,3,0,22.0,7.5208,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
480,1,3,1,2.0,12.2875,0,2,2,0,1,2,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
481,0,3,0,9.0,46.9,0,4,8,0,1,4,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
482,0,2,0,31.0,0.0,0,1,1,1,3,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
483,0,3,0,50.0,8.05,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
484,1,3,1,63.0,9.5875,0,3,1,1,5,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
485,1,1,0,25.0,91.0792,1,1,2,0,3,4,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
486,0,3,1,18.0,25.4667,0,2,5,0,2,3,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
487,1,1,1,35.0,90.0,0,3,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
488,0,1,0,58.0,29.7,1,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
489,0,3,0,30.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
490,1,3,0,9.0,15.9,0,4,3,0,1,3,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
491,0,3,0,26.0,19.9667,0,1,2,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
492,0,3,0,21.0,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
493,0,1,0,55.0,30.5,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
494,0,1,0,71.0,49.5042,1,1,1,1,5,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
495,0,3,0,21.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
496,0,3,0,26.0,14.4583,1,1,1,1,3,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
497,1,1,1,54.0,78.2667,1,2,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
498,0,3,0,26.0,15.1,0,1,1,1,3,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
499,0,1,1,25.0,151.55,0,3,4,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
500,0,3,0,24.0,7.7958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
501,0,3,0,17.0,8.6625,0,1,1,1,2,2,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
502,0,3,1,21.0,7.75,2,2,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503,0,3,1,18.0,7.6292,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
504,0,3,1,37.0,9.5875,0,2,1,1,4,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
505,1,1,1,16.0,86.5,0,2,1,1,2,4,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
506,0,1,0,18.0,108.9,1,1,2,0,2,4,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
507,1,2,1,33.0,26.0,0,3,3,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
508,1,1,0,40.0,26.55,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
509,0,3,0,28.0,22.525,0,1,1,1,3,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
510,1,3,0,26.0,56.4958,0,1,1,1,3,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
511,1,3,0,29.0,7.75,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
512,0,3,0,26.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
513,1,1,0,36.0,26.2875,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
514,1,1,1,54.0,59.4,1,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
515,0,3,0,24.0,7.4958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
516,0,1,0,47.0,34.0208,0,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
517,1,2,1,34.0,10.5,0,3,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
518,0,3,0,26.0,24.15,2,1,1,1,3,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
519,1,2,1,36.0,26.0,0,3,2,0,4,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
520,0,3,0,32.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
521,1,1,1,30.0,93.5,0,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
522,0,3,0,22.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
523,0,3,0,26.0,7.225,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
524,1,1,1,44.0,57.9792,1,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
525,0,3,0,26.0,7.2292,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
526,0,3,0,40.5,7.75,2,1,1,1,4,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
527,1,2,1,50.0,10.5,0,2,1,1,4,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
528,0,1,0,40.0,221.7792,0,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
529,0,3,0,39.0,7.925,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
530,0,2,0,23.0,11.5,0,1,4,0,3,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
531,1,2,1,2.0,26.0,0,2,3,0,1,3,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
532,0,3,0,26.0,7.2292,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
533,0,3,0,17.0,7.2292,1,1,3,0,2,1,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
534,1,3,1,31.0,22.3583,1,3,3,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
535,0,3,1,30.0,8.6625,0,2,1,1,3,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
536,1,2,1,7.0,26.25,0,2,3,0,1,3,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
537,0,1,0,45.0,26.55,0,5,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
538,1,1,1,30.0,106.425,1,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
539,0,3,0,26.0,14.5,0,1,1,1,3,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
540,1,1,1,22.0,49.5,1,2,3,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
541,1,1,1,36.0,71.0,0,2,3,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
542,0,3,1,9.0,31.275,0,2,7,0,1,4,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
543,0,3,1,11.0,31.275,0,2,7,0,1,4,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
544,1,2,0,32.0,26.0,0,1,2,0,3,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
545,0,1,0,50.0,106.425,1,1,2,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
546,0,1,0,64.0,26.0,0,1,1,1,5,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
547,1,2,1,19.0,26.0,0,3,2,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
548,1,2,0,31.0,13.8625,1,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
549,0,3,0,33.0,20.525,0,1,3,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
550,1,2,0,8.0,36.75,0,4,3,0,1,4,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
551,1,1,0,17.0,110.8833,1,1,3,0,2,4,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
552,0,2,0,27.0,26.0,0,1,1,1,3,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
553,0,3,0,26.0,7.8292,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
554,1,3,0,22.0,7.225,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
555,1,3,1,22.0,7.775,0,2,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
556,0,1,0,62.0,26.55,0,1,1,1,5,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
557,1,1,1,48.0,39.6,1,5,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
558,0,1,0,40.0,227.525,1,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
559,1,1,1,39.0,79.65,0,3,3,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
560,1,3,1,36.0,17.4,0,3,2,0,4,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
561,0,3,0,26.0,7.75,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
562,0,3,0,40.0,7.8958,0,1,1,1,4,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
563,0,2,0,28.0,13.5,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
